CNN,ST_NAME,the_geom,ST_TYPE,CNNTEXT
52022000,ISLAIS,POINT (-122.4069999741533 37.73575463527061),ST,52022000
51444000,UNNAMED 090,POINT (-122.47382223338975 37.717260063182714),,51444000
50197000,WALDO,POINT (-122.41752105500457 37.796976159103686),ALY,50197000
20093000,GRIFFITH,POINT (-122.38586906796827 37.720746312814256),ST,20093000
26231000,PANORAMA,POINT (-122.45070886112396 37.75361636766539),DR,26231000
26715000,LOMBARD,POINT (-122.42782503271839 37.80088675459561),ST,26715000
23773000,16TH,POINT (-122.4026849569734 37.766074607532),ST,23773000
27280000,CABRILLO,POINT (-122.46708629504188 37.77522282911821),ST,27280000
24016000,MARIPOSA,POINT (-122.40630557076001 37.76325388704064),ST,24016000
21852000,CUVIER,POINT (-122.42855957134547 37.73347313050972),ST,21852000
33472000,JUNIPERO SERRA,POINT (-122.47110627358782 37.71241364935055),BLVD,33472000
22050000,GENEVA,POINT (-122.4416228406476 37.71725817332347),AVE,22050000
21760000,LONDON,POINT (-122.432857063248 37.72587091482488),ST,21760000
51862000,CARVER,POINT (-122.41005107147372 37.741963856919),ST,51862000
33492000,GONZALEZ,POINT (-122.47564156199078 37.71973707423115),DR,33492000
50534000,MORAGA,POINT (-122.46282185492834 37.75696173866317),ST,50534000
50693000,DORE,POINT (-122.41158712344408 37.77277594290633),ST,50693000
50683000,HIDALGO,POINT (-122.42570364290387 37.76707740438416),TER,50683000
25187000,LARCH,POINT (-122.4223694939712 37.78221923772899),ST,25187000
21877000,WHITNEY,POINT (-122.42787939085221 37.74201544495312),ST,21877000
24999000,JOICE,POINT (-122.40836389835265 37.7921407727425),ST,24999000
20534000,BAYVIEW,POINT (-122.39467807540655 37.73291814198785),CIR,20534000
26168000,ORD,POINT (-122.44028519902128 37.7634933381456),ST,26168000
23387000,TARAVAL,POINT (-122.48854722224151 37.742484665132174),ST,23387000
51025000,BYRON,POINT (-122.44357381289095 37.709743248016785),CT,51025000
25267000,GLOVER,POINT (-122.41529051355322 37.79728678857027),ST,25267000
22554000,THOMAS MORE,POINT (-122.47273720517191 37.71292737458456),WAY,22554000
26406000,BELVEDERE,POINT (-122.44907389841453 37.766872125300544),ST,26406000
33074000,UTAH,POINT (-122.40593403378597 37.75944580715052),ST,33074000
25971000,GOLDEN GATE,POINT (-122.43195180212349 37.77956414892217),AVE,25971000
50342000,GREENWICH,POINT (-122.41857586700802 37.80068571349046),CT,50342000
51931000,TEVIS,POINT (-122.36960452298197 37.710552982817326),ST,51931000
34021000,MACALLA,POINT (-122.37103153838521 37.81322380504342),RD,34021000
26668000,WASHINGTON,POINT (-122.43602639112895 37.79138299994435),ST,26668000
27414000,KIRKHAM,POINT (-122.48329213327122 37.75954851384126),ST,27414000
27040000,PACHECO,POINT (-122.4641861013726 37.75071699501108),ST,27040000
21223000,ANDOVER,POINT (-122.41630588097905 37.741637313196264),ST,21223000
51954000,HOLLISTER,POINT (-122.37744403534677 37.7112238249604),AVE,51954000
23654000,18TH,POINT (-122.39361254354453 37.76275552576948),ST,23654000
52060000,SARGENT,POINT (-122.46280265980369 37.71614203050557),ST,52060000
21470000,MORSE,POINT (-122.43941695447062 37.71299499727005),ST,21470000
20268000,GILLETTE,POINT (-122.39648139011693 37.71099414910413),AVE,20268000
26558000,LAGUNA,POINT (-122.42944719219173 37.792216897951086),ST,26558000
50863000,RANKIN,POINT (-122.39330685253124 37.74383978404713),ST,50863000
24698000,COMMERCIAL,POINT (-122.40023937380799 37.79457524233044),ST,24698000
21525000,FOOTE,POINT (-122.44677906901308 37.71425565318979),AVE,21525000
23822000,BLUXOME,POINT (-122.39574395461881 37.7776984204866),ST,23822000
24966000,COSMO,POINT (-122.41279675298735 37.78803668148346),PL,24966000
28136000,JACK MICHELINE,POINT (-122.40820415911034 37.80217932106462),ALY,28136000
27280000,09TH,POINT (-122.46708629504188 37.77522282911821),AVE,27280000
26273000,BELVEDERE,POINT (-122.44810943573869 37.76336723171963),ST,26273000
24448000,FELL,POINT (-122.41950629384873 37.77636886962568),ST,24448000
25638000,CHURCH,POINT (-122.42735463746915 37.750895898845776),ST,25638000
23387000,31ST,POINT (-122.48854722224151 37.742484665132174),AVE,23387000
21537000,WHITTIER,POINT (-122.44789910330623 37.7094880499142),ST,21537000
24175000,16TH,POINT (-122.42058060823194 37.7649962696406),ST,24175000
51535000,LUNDEEN,POINT (-122.45165852411573 37.80455024380452),ST,51535000
20229000,INNES,POINT (-122.38903096712137 37.73953344816273),AVE,20229000
27885000,ANZA,POINT (-122.49745452483442 37.77757937107854),ST,27885000
26801000,BRODERICK,POINT (-122.44096312978506 37.78223923060923),ST,26801000
20531000,TOPEKA,POINT (-122.39519164415836 37.731073601996094),AVE,20531000
26935000,MANZANITA,POINT (-122.45124037013146 37.78597619414452),AVE,26935000
23439000,39TH,POINT (-122.497116395788 37.7421041989971),AVE,23439000
22679000,MONTEREY,POINT (-122.46173659848267 37.730022031105285),BLVD,22679000
20452000,CARROLL,POINT (-122.39149191414606 37.723914104598165),AVE,20452000
32875000,14TH,POINT (-122.47101932168609 37.75426561821518),AVE,32875000
22421000,TERESITA,POINT (-122.45162570402579 37.74450281259112),BLVD,22421000
27394000,26TH,POINT (-122.48397396310689 37.75390991524254),AVE,27394000
32910000,CRESTMONT,POINT (-122.45989897146673 37.75732042176704),DR,32910000
25631000,22ND,POINT (-122.42545718011584 37.75502907909482),ST,25631000
27488000,TACOMA,POINT (-122.47406467720359 37.78181668076513),ST,27488000
23592000,THE EMBARCADERO,POINT (-122.38830606801599 37.78179823551555),,23592000
23705000,22ND,POINT (-122.39893884190433 37.75730094862062),ST,23705000
24067000,26TH,POINT (-122.41651851483284 37.7491383394751),ST,24067000
25437000,UNION,POINT (-122.41411971716869 37.799824275717064),ST,25437000
53005000,UNNAMED 113,POINT (-122.48373686627099 37.72069145129765),,53005000
24767000,JEROME,POINT (-122.40405839465738 37.79725020353464),ALY,24767000
34170000,CHINA BASIN,POINT (-122.39128424800664 37.77189717672057),ST,34170000
20145000,UNDERWOOD,POINT (-122.3862418925309 37.72660616490382),AVE,20145000
22475000,PLYMOUTH,POINT (-122.45607963459545 37.71578782619449),AVE,22475000
33647000,BACON,POINT (-122.40359288966079 37.727634126363085),ST,33647000
51261000,ARGUELLO,POINT (-122.4588886246903 37.799100506935645),BLVD,51261000
20922000,SILLIMAN,POINT (-122.41101454613712 37.72968772237096),ST,20922000
26349000,FELL,POINT (-122.4442161829733 37.773212067276965),ST,26349000
23411000,SUNSET,POINT (-122.49470571271586 37.74595154268658),BLVD,23411000
24437000,GROVE,POINT (-122.41822658172829 37.77848911711398),ST,24437000
50554000,GATEVIEW,POINT (-122.46678598158452 37.74837753144093),CT,50554000
20833000,PERALTA,POINT (-122.40493727510764 37.74822272567247),AVE,20833000
54081000,JESSIE WEST,POINT (-122.40655865500776 37.783518039198775),ST,54081000
20601000,DWIGHT,POINT (-122.4040678620066 37.72352272713496),ST,20601000
33158000,EGBERT,POINT (-122.402209197225 37.72810197319184),AVE,33158000
52141000,HWY 101 S OFF,POINT (-122.40021581976988 37.72081235376951),RAMP,52141000
25129000,BERNARD,POINT (-122.413454533835 37.79652216645222),ST,25129000
27387000,LAWTON,POINT (-122.47994506689892 37.75782547960412),ST,27387000
21433000,MADRID,POINT (-122.43704606238505 37.71600782711881),ST,21433000
22384000,CRESTA VISTA,POINT (-122.45330282822111 37.73556701571712),DR,22384000
27062000,ARGUELLO,POINT (-122.45771818844804 37.76481006860895),BLVD,27062000
34132000,GATEVIEW,POINT (-122.37707345730058 37.82505527395325),AVE,34132000
25317000,VALLEJO,POINT (-122.42196091067993 37.79689974765365),ST,25317000
33508000,LAKE MERCED,POINT (-122.4905467849478 37.72965201597084),BLVD,33508000
23646000,20TH,POINT (-122.39141752704012 37.76036149182363),ST,23646000
51967000,INA,POINT (-122.42534479449789 37.72281493112512),CT,51967000
51414000,FUNSTON,POINT (-122.47220744826058 37.7866412734003),AVE,51414000
22116000,SAN JOSE,POINT (-122.44158191723601 37.72675887510856),AVE,22116000
22228000,STAPLES,POINT (-122.44884943486515 37.7290725968308),AVE,22228000
25880000,15TH,POINT (-122.43082439474324 37.76601373100566),ST,25880000
22389000,LOS PALMOS,POINT (-122.45564119254577 37.734754506020415),DR,22389000
34056000,AVENUE D,POINT (-122.37094019849094 37.82156262591864),,34056000
22433000,PORTOLA,POINT (-122.45420490140921 37.74398466079096),DR,22433000
24716000,MONTGOMERY,POINT (-122.40238040203414 37.79096861069423),ST,24716000
22360000,LOS PALMOS,POINT (-122.44999269775971 37.735840990723055),DR,22360000
51554000,UNNAMED 161,POINT (-122.46139230427598 37.79522796855752),,51554000
21151000,RIPLEY,POINT (-122.41328006381612 37.74415004488118),ST,21151000
21920000,27TH,POINT (-122.4291931988852 37.74676292763247),ST,21920000
20101000,GILROY,POINT (-122.38913596196224 37.71687930427348),ST,20101000
23006000,19TH,POINT (-122.47467711077667 37.71957477384547),AVE,23006000
26216000,ASHBURY,POINT (-122.44596264929378 37.765216185664194),ST,26216000
20831000,HOLLADAY,POINT (-122.40510135724783 37.74736631261163),AVE,20831000
52022000,DICKINSON,POINT (-122.4069999741533 37.73575463527061),ST,52022000
26377000,GROVE,POINT (-122.44628367407397 37.77487110287198),ST,26377000
25520000,TAYLOR,POINT (-122.41468120668225 37.80262114833126),ST,25520000
23047000,JUAN BAUTISTA,POINT (-122.47867389141537 37.717902613939884),CIR,23047000
24570000,THE EMBARCADERO,POINT (-122.39766994901107 37.799234482663735),,24570000
51442000,UNNAMED 088,POINT (-122.47413768896105 37.71753291018819),,51442000
50767000,GEORGE,POINT (-122.38310542196112 37.73096985926769),CT,50767000
21810000,SAN JOSE,POINT (-122.43653676638303 37.73044904571711),AVE,21810000
20168000,HARE,POINT (-122.3794208647536 37.73447938389684),ST,20168000
50574000,FAIRBANKS,POINT (-122.44042976146032 37.76526098763769),ST,50574000
24444000,PAGE,POINT (-122.4207598929282 37.774294397231714),ST,24444000
54178000,FORT MASON 19,POINT (-122.42682284138147 37.80517468974536),,54178000
20854000,OLMSTEAD,POINT (-122.40950657111593 37.720768741082274),ST,20854000
26342000,HAIGHT,POINT (-122.4453449903129 37.77021017487183),ST,26342000
34144000,TREASURE ISLAND,POINT (-122.37008538657017 37.80936948901283),RD,34144000
22304000,TERESITA,POINT (-122.44618229862178 37.73837556173993),BLVD,22304000
23647000,INDIANA,POINT (-122.39153761565302 37.76159405213529),ST,23647000
21439000,NEWTON,POINT (-122.43856449878294 37.713220984467405),ST,21439000
20534000,BAY VIEW,POINT (-122.39467807540655 37.73291814198785),ST,20534000
22312000,AMBER,POINT (-122.4426293878102 37.744348145279794),DR,22312000
26446000,HAYES,POINT (-122.4542851165705 37.77289517811976),ST,26446000
26422000,COLE,POINT (-122.45078670828664 37.77236766367021),ST,26422000
51160000,HEAD,POINT (-122.46437294752022 37.71171225538908),ST,51160000
24688000,LEIDESDORFF,POINT (-122.40195775594245 37.792954337082755),ST,24688000
24090000,25TH,POINT (-122.41993366352418 37.75054040505222),ST,24090000
33251000,THOMAS,POINT (-122.40387635146384 37.7375546586549),AVE,33251000
20522000,CERES,POINT (-122.39416009216563 37.73092693074641),ST,20522000
50065000,I-80 EASTBOUND,POINT (-122.39179286682001 37.785396881262216),,50065000
24609000,03RD,POINT (-122.40148983525877 37.78582921414217),ST,24609000
23795000,BERRY,POINT (-122.39780113867668 37.772271934841925),ST,23795000
24239000,NORFOLK,POINT (-122.41452608815193 37.77140465054745),ST,24239000
23686000,26TH,POINT (-122.3983407796544 37.751054606371774),ST,23686000
33011000,EDNA,POINT (-122.4465362726483 37.733992413379774),ST,33011000
23262000,SANTIAGO,POINT (-122.48118121529492 37.744681183321156),ST,23262000
26460000,TURK,POINT (-122.44887920702946 37.778389428690126),BLVD,26460000
51951000,ALVORD,POINT (-122.3757665026974 37.71310692954143),ST,51951000
53051000,I-80 EASTBOUND,POINT (-122.3583278940174 37.81437339484346),,53051000
23280000,SANTIAGO,POINT (-122.48546622210475 37.74449279302858),ST,23280000
34023000,CALIFORNIA,POINT (-122.37245074034342 37.817314570678484),AVE,34023000
33549000,EL CAMINO DEL MAR,POINT (-122.48964135396098 37.78748651626465),,33549000
25412000,GREEN,POINT (-122.4106442733795 37.79930285335777),ST,25412000
24976000,POWELL,POINT (-122.40878610660724 37.79015950096557),ST,24976000
51486000,LINCOLN,POINT (-122.48414609971756 37.78766487327793),BLVD,51486000
20917000,DARTMOUTH,POINT (-122.41248993985567 37.727972220714086),ST,20917000
24544000,MISSION,POINT (-122.39831582536584 37.789177330308625),ST,24544000
22724000,SARGENT,POINT (-122.47071365665339 37.71608874663193),ST,22724000
28020000,28TH,POINT (-122.48814037866322 37.78561177492611),AVE,28020000
24587000,03RD,POINT (-122.39945982480499 37.78421364006775),ST,24587000
23433000,WAWONA,POINT (-122.49993927550138 37.73637053193773),ST,23433000
27928000,48TH,POINT (-122.50754578270161 37.75286945534354),AVE,27928000
23042000,SERRANO,POINT (-122.47705260858487 37.7200812698438),DR,23042000
25284000,BROADWAY,POINT (-122.416839398721 37.79659570316613),,25284000
27397000,28TH,POINT (-122.4859881824496 37.75195079554979),AVE,27397000
24136000,ENTERPRISE,POINT (-122.41525064900794 37.764705299912215),ST,24136000
27343000,19TH,POINT (-122.47668417716356 37.75796898176222),AVE,27343000
50149000,GREEN,POINT (-122.40307653394339 37.800245861632156),ST,50149000
20677000,NEWHALL,POINT (-122.39390394664723 37.733787710525995),ST,20677000
23566000,19TH,POINT (-122.38769000499786 37.76182647922322),ST,23566000
24850000,GREEN,POINT (-122.40424041767768 37.800104289795726),ST,24850000
20944000,OXFORD,POINT (-122.41839162191664 37.723767910281055),ST,20944000
21319000,VIRGINIA,POINT (-122.42038669716575 37.74267871488938),AVE,21319000
53060000,HARRIET,POINT (-122.36127684345348 37.81260282340275),LN,53060000
30746000,POLK,POINT (-122.41750146266047 37.77654089362623),ST,30746000
27078000,JUDAH,POINT (-122.46297200088026 37.762315769333064),ST,27078000
21641000,VIENNA,POINT (-122.4269117060558 37.72515104398701),ST,21641000
21127000,RUTLEDGE,POINT (-122.4088724221603 37.745015996821216),ST,21127000
51830000,26TH,POINT (-122.39153330416133 37.75133447544803),ST,51830000
20739000,LEDYARD,POINT (-122.40285586587157 37.73407320382018),ST,20739000
25066000,BROADWAY,POINT (-122.40968904401248 37.797493152071176),,25066000
52439000,VERMONT,POINT (-122.4031519332121 37.75052872690437),ST,52439000
33375000,SAN JOSE AV OFF,POINT (-122.43444284797768 37.7325339953515),RAMP,33375000
24564000,01ST,POINT (-122.39815969202655 37.790228794654055),ST,24564000
27318000,18TH,POINT (-122.47527642194507 37.75242394777457),AVE,27318000
26466000,CHABOT,POINT (-122.45154313962367 37.77805210607649),TER,26466000
22952000,WAWONA,POINT (-122.47096272968815 37.73764890469818),ST,22952000
51112000,GOETHE,POINT (-122.45722576058473 37.70736073619085),ST,51112000
20452000,JENNINGS,POINT (-122.39149191414606 37.723914104598165),ST,20452000
51111000,LAWRENCE,POINT (-122.45420012652748 37.7120675027429),AVE,51111000
50043000,STEVENSON,POINT (-122.40488320114466 37.78579953934161),ST,50043000
26585000,WEBSTER,POINT (-122.43079788101689 37.78256988870245),ST,26585000
51057000,CALVERT,POINT (-122.43235197795113 37.73259292106512),DR,51057000
33588000,UNNAMED 034,POINT (-122.4632774965138 37.74998653544893),,33588000
26965000,LOMBARD,POINT (-122.43933665354365 37.799425311884264),ST,26965000
54041000,DE HARO,POINT (-122.4002949657456 37.751067925236356),ST,54041000
33020000,SANTA YNEZ,POINT (-122.4386840079835 37.72380932463071),AVE,33020000
33394000,SAN JOSE,POINT (-122.43126156262508 37.73350543831679),AVE,33394000
27768000,ORTEGA,POINT (-122.50313300267779 37.75119035773636),ST,27768000
50021000,RODGERS,POINT (-122.40872475149035 37.77483570995971),ST,50021000
51950000,GILMAN,POINT (-122.37878403341567 37.712929869451166),AVE,51950000
22545000,BROTHERHOOD,POINT (-122.47058106384803 37.7127043984935),WAY,22545000
24326000,GOLDEN GATE,POINT (-122.41222073574191 37.78207306775037),AVE,24326000
21420000,DRAKE,POINT (-122.43699280446396 37.710745708288684),ST,21420000
24174000,17TH,POINT (-122.42173152136003 37.763299768306396),ST,24174000
22415000,PANORAMA,POINT (-122.44944655801548 37.74666040215705),DR,22415000
25863000,LAGUNA,POINT (-122.4251355083908 37.77086854551236),ST,25863000
23851000,BERRY,POINT (-122.40002281637467 37.77051510810536),ST,23851000
25447000,JANSEN,POINT (-122.4136709051049 37.80179093784782),ST,25447000
25591000,BEACH,POINT (-122.41561643646637 37.80727587070986),ST,25591000
33553000,TERRA VISTA,POINT (-122.44366589307116 37.78140156679863),AVE,33553000
51096000,NAGLEE,POINT (-122.44999292000527 37.714721671538534),AVE,51096000
22008000,CASTRO,POINT (-122.43331511172624 37.742494718109896),ST,22008000
26833000,LYON,POINT (-122.44501985738731 37.785548668633346),ST,26833000
53046000,CHINOOK,POINT (-122.37371932066215 37.82461489586896),CT,53046000
34125000,GATEVIEW,POINT (-122.3766402308953 37.82908934119846),AVE,34125000
26681000,PIERCE,POINT (-122.43877940223483 37.79667044294385),ST,26681000
32896000,SUNSET,POINT (-122.49388158097668 37.73312760766565),BLVD,32896000
24062000,SOUTH VAN NESS,POINT (-122.4161076204485 37.75077108714643),AVE,24062000
32970000,HARRINGTON,POINT (-122.43627317568424 37.726058485696626),ST,32970000
54148000,KOHLER,POINT (-122.40492396567008 37.80001703473241),PL,54148000
24841000,MONTGOMERY,POINT (-122.4040531309178 37.79917221813476),ST,24841000
51459000,UNNAMED 113,POINT (-122.48300521728464 37.72066361638574),,51459000
24002000,20TH,POINT (-122.40794002510482 37.75930517439506),ST,24002000
25403000,GRANT,POINT (-122.40852125617607 37.8052999768881),AVE,25403000
21251000,SANTA MARINA,POINT (-122.4198179491652 37.73930712514178),ST,21251000
50379000,VAN NESS,POINT (-122.4266125720759 37.80815176550016),AVE,50379000
50369000,MEDAU,POINT (-122.4082227900476 37.80196305888173),PL,50369000
51375000,BROWN,POINT (-122.47271203101802 37.789333703231094),ST,51375000
21934000,CHENERY,POINT (-122.43241656768046 37.73455136461864),ST,21934000
26734000,BUCHANAN,POINT (-122.43258075271571 37.79936972390606),ST,26734000
23621000,23RD,POINT (-122.3928841002624 37.75509563876477),ST,23621000
22179000,RIDGE,POINT (-122.44956657602077 37.71803253080244),LN,22179000
