,Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates,Street_ID
41,23676,01/10/2010 08:45:00 AM,Sunday,Auto,Bicycle,,HARVARD ST,QUINCY ST," HARVARD ST & QUINCY ST Cambridge, MA",42.372305,-71.115147,"(42.372305, -71.115147)",924
57,23693,01/16/2010 07:48:00 PM,Saturday,Auto,Bicycle,,Hampshire St,ELM ST," Hampshire St & ELM ST Cambridge, MA",42.37048,-71.096879,"(42.37048, -71.096879)",4
76,23717,01/22/2010 01:15:00 PM,Friday,Auto,Bicycle,,Vassar St,Massachusetts Ave," Vassar St & Massachusetts Ave Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)",459
124,23764,02/04/2010 08:06:00 PM,Thursday,Auto,Bicycle,,Broadway,Ware St," Broadway & Ware St Cambridge, MA",42.373833,-71.112444,"(42.373833, -71.112444)",515
152,23793,02/12/2010 03:10:00 PM,Friday,Auto,Bicycle,,Appleton St,HIGHLAND AVE," Appleton St & HIGHLAND AVE Cambridge, MA",42.379135,-71.133842,"(42.379135, -71.133842)",847
157,23797,02/13/2010 09:55:00 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,DOUGLASS ST," Massachusetts Ave & DOUGLASS ST Cambridge, MA",42.363897,-71.10119,"(42.363897, -71.10119)",2575
177,23820,02/19/2010 09:30:00 PM,Friday,Auto,Bicycle,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)",2051
207,23874,03/04/2010 04:22:00 PM,Wednesday,Auto,Bicycle,1310,Cambridge St,,"1310 Cambridge St Cambridge, MA",42.37345,-71.099503,"(42.37345, -71.099503)",61
211,23849,02/26/2010 08:45:00 AM,Friday,Auto,Bicycle,,Binney St,Third St," Binney St & Third St Cambridge, MA",42.365678,-71.082406,"(42.365678, -71.082406)",6
232,23869,03/03/2010 06:45:00 PM,Wednesday,Auto,Bicycle,187,Hampshire St,,"187 Hampshire St Cambridge, MA",42.372747,-71.09943,"(42.372747, -71.09943)",2147
234,23871,03/03/2010 08:29:00 PM,Wednesday,MBTA Bus,Bicycle,,Brattle St,JFK St," Brattle St & JFK St Cambridge, MA",42.373467,-71.119389,"(42.373467, -71.119389)",442
258,23893,03/08/2010 12:00:00 PM,Monday,Auto,Bicycle,,GARDEN ST,MASON ST," GARDEN ST & MASON ST Cambridge, MA",42.376564,-71.122185,"(42.376564, -71.122185)",553
286,23917,03/16/2010 01:50:00 PM,Tuesday,Auto,Bicycle,1,Hampshire St,Broadway,"1 Hampshire St Cambridge, MA",42.365232,-71.090065,"(42.365232, -71.090065)",242
295,23942,03/18/2010 04:50:00 PM,Thursday,Auto,Bicycle,,Cedar St,Massachusetts Ave," Cedar St & Massachusetts Ave Cambridge, MA",42.397973,-71.130897,"(42.397973, -71.130897)",2531
306,23945,03/20/2010 03:53:00 PM,Saturday,Auto,Bicycle,1820,Massachusetts Ave,ROSELAND ST,"1820 Massachusetts Ave Cambridge, MA",42.368925,-71.110257,"(42.368925, -71.110257)",1335
323,23959,03/25/2010 08:45:00 AM,Thursday,Truck,Bicycle,,ELIOT ST,JFK St," ELIOT ST & JFK St Cambridge, MA",42.371416,-71.121105,"(42.371416, -71.121105)",2060
326,23962,03/25/2010 03:30:00 PM,Thursday,Bicycle,Auto,,GARDEN ST,Appian Way," GARDEN ST & Appian Way Cambridge, MA",42.375974,-71.120983,"(42.375974, -71.120983)",982
329,23965,03/25/2010 05:35:00 PM,Thursday,Pedestrian,Bicycle,28,Dewolfe St,,"28 Dewolfe St Cambridge, MA",42.369371,-71.116741,"(42.369371, -71.116741)",373
330,23966,03/25/2010 06:20:00 PM,Thursday,Auto,Bicycle,58,Willow St,,"58 Willow St Cambridge, MA",42.371301,-71.092813,"(42.371301, -71.092813)",398
333,23968,03/26/2010 09:17:00 AM,Friday,Auto,Bicycle,,Vassar St,MAIN ST," Vassar St & MAIN ST Cambridge, MA",42.362709,-71.089933,"(42.362709, -71.089933)",1129
346,23980,03/29/2010 02:10:00 PM,Monday,Auto,Bicycle,,River St,Blackstone St," River St & Blackstone St Cambridge, MA",42.362009,-71.114307,"(42.362009, -71.114307)",711
358,23992,04/01/2010 06:30:00 PM,Thursday,Auto,Bicycle,1293,Cambridge St,,"1293 Cambridge St Cambridge, MA",42.373589,-71.098999,"(42.373589, -71.098999)",104
363,23997,04/02/2010 12:59:00 PM,Friday,Auto,Bicycle,,Brattle St,PALMER ST," Brattle St & PALMER ST Cambridge, MA",42.373371,-71.119913,"(42.373371, -71.119913)",236
368,24002,04/03/2010 04:15:00 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)",459
379,24012,04/06/2010 06:40:00 PM,Tuesday,Bicycle,Auto,,Vassar St,Massachusetts Ave," Vassar St & Massachusetts Ave Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)",459
383,24015,04/07/2010 05:17:00 PM,Wednesday,Auto,Bicycle,,Cambridge St,PROSPECT ST," Cambridge St & PROSPECT ST Cambridge, MA",42.37338,-71.09814,"(42.37338, -71.09814)",2043
387,24019,04/08/2010 01:34:00 PM,Thursday,Auto,Bicycle,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)",2051
390,24022,04/08/2010 05:25:00 PM,Thursday,Auto,Bicycle,576,Massachusetts Ave,,"576 Massachusetts Ave Cambridge, MA",42.364779,-71.102991,"(42.364779, -71.102991)",2507
394,24041,04/09/2010 06:45:00 PM,Friday,Auto,Bicycle,280,HARVARD ST,,"280 HARVARD ST Cambridge, MA",42.369027,-71.104207,"(42.369027, -71.104207)",1191
411,24047,04/13/2010 11:39:00 AM,Tuesday,Auto,Bicycle,306,Broadway,,"306 Broadway Cambridge, MA",42.36831,-71.098723,"(42.36831, -71.098723)",107
417,24052,04/14/2010 12:00:00 PM,Wednesday,Auto,Bicycle,50,Hampshire St,,"50 Hampshire St Cambridge, MA",42.366878,-71.092829,"(42.366878, -71.092829)",942
424,24058,04/15/2010 06:10:00 PM,Thursday,Auto,Bicycle,,GARDEN ST,HURON AVE," GARDEN ST & HURON AVE Cambridge, MA",42.383868,-71.129312,"(42.383868, -71.129312)",778
445,24082,04/20/2010 05:00:00 PM,Tuesday,Auto,Bicycle,336,Rindge Ave,,"336 Rindge Ave Cambridge, MA",42.393734,-71.13742,"(42.393734, -71.13742)",1966
450,24085,04/21/2010 04:30:00 PM,Wednesday,Auto,Bicycle,432,Massachusetts Ave,,"432 Massachusetts Ave Cambridge, MA",42.363468,-71.100584,"(42.363468, -71.100584)",321
451,24086,04/21/2010 04:50:00 PM,Wednesday,Auto,Bicycle,,Hampshire St,Columbia St," Hampshire St & Columbia St Cambridge, MA",42.369917,-71.096192,"(42.369917, -71.096192)",1710
452,24087,04/21/2010 06:14:00 PM,Wednesday,Auto,Bicycle,110,MAGAZINE ST,,"110 MAGAZINE ST Cambridge, MA",42.360046,-71.109848,"(42.360046, -71.109848)",849
457,24101,04/22/2010 02:29:00 PM,Thursday,Auto,Bicycle,,MOUNT AUBURN ST,Brattle St," MOUNT AUBURN ST & Brattle St Cambridge, MA",42.375282,-71.145695,"(42.375282, -71.145695)",2372
464,24097,04/23/2010 07:38:00 PM,Friday,Auto,Bicycle,,Albany St,PACIFIC ST," Albany St & PACIFIC ST Cambridge, MA",42.358977,-71.100134,"(42.358977, -71.100134)",1675
476,24117,04/27/2010 06:00:00 PM,Tuesday,Auto,Bicycle,,OXFORD AVE,Wendell St," OXFORD AVE & Wendell St Cambridge, MA",42.381554,-71.116331,"(42.381554, -71.116331)",561
483,24124,04/28/2010 06:40:00 PM,Wednesday,Auto,Bicycle,,Hampshire St,Amory St," Hampshire St & Amory St Cambridge, MA",42.372845,-71.099759,"(42.372845, -71.099759)",2147
490,24134,04/30/2010 05:03:00 PM,Friday,Bicycle,,100,MAIN ST,,"100 MAIN ST Cambridge, MA",42.361509,-71.082553,"(42.361509, -71.082553)",619
508,24150,05/05/2010 11:33:00 PM,Wednesday,Auto,Bicycle,,Western Ave,Putnam Ave," Western Ave & Putnam Ave Cambridge, MA",42.364484,-71.113893,"(42.364484, -71.113893)",670
513,24157,05/06/2010 10:21:00 AM,Thursday,Auto,Bicycle,675,Massachusetts Ave,,"675 Massachusetts Ave Cambridge, MA",42.365813,-71.104082,"(42.365813, -71.104082)",1726
516,24160,05/06/2010 03:40:00 PM,Thursday,Auto,Bicycle,931,Massachusetts Ave,,"931 Massachusetts Ave Cambridge, MA",42.368799,-71.10941,"(42.368799, -71.10941)",1773
519,24165,05/07/2010 08:00:00 AM,Friday,Auto,Bicycle,,Cambridge St,FIRST ST," Cambridge St & FIRST ST Cambridge, MA",42.370636,-71.076934,"(42.370636, -71.076934)",1659
522,24168,05/07/2010 06:30:00 PM,Friday,Bicycle,Parked Vehicle,,Cambridge St,OAK ST," Cambridge St & OAK ST Cambridge, MA",42.373577,-71.099662,"(42.373577, -71.099662)",61
535,24180,05/10/2010 05:20:00 PM,Monday,Auto,Bicycle,,Broadway,Norfolk St," Broadway & Norfolk St Cambridge, MA",42.36852,-71.099001,"(42.36852, -71.099001)",107
537,24182,05/10/2010 07:47:00 AM,Monday,Auto,Bicycle,,Broadway,PROSPECT ST," Broadway & PROSPECT ST Cambridge, MA",42.369317,-71.101021,"(42.369317, -71.101021)",174
541,24187,05/10/2010 03:14:00 PM,Monday,Taxi,Bicycle,22,ELIOT ST,,"22 ELIOT ST Cambridge, MA",42.371759,-71.121286,"(42.371759, -71.121286)",1959
553,24198,05/13/2010 02:45:00 PM,Thursday,Auto,Bicycle,657,Cambridge St,,"657 Cambridge St Cambridge, MA",42.372069,-71.087291,"(42.372069, -71.087291)",864
559,24204,05/16/2010 03:20:00 PM,Sunday,Auto,Bicycle,445,Massachusetts Ave,,"445 Massachusetts Ave Cambridge, MA",42.363802,-71.100716,"(42.363802, -71.100716)",337
560,24206,05/17/2010 02:49:00 PM,Monday,Auto,Bicycle,212,Windsor St,,"212 Windsor St Cambridge, MA",42.366461,-71.095544,"(42.366461, -71.095544)",1043
566,24211,05/18/2010 05:29:00 PM,Tuesday,Auto,Bicycle,159,Hampshire St,,"159 Hampshire St Cambridge, MA",42.371723,-71.098224,"(42.371723, -71.098224)",313
567,24212,05/18/2010 05:45:00 PM,Tuesday,Auto,Bicycle,,Cottage St,River St," Cottage St & River St Cambridge, MA",42.364042,-71.108254,"(42.364042, -71.108254)",1909
574,24221,05/19/2010 07:02:00 PM,Wednesday,Taxi,Bicycle,602,GREEN ST,,"602 GREEN ST Cambridge, MA",42.368459,-71.111397,"(42.368459, -71.111397)",1816
591,24247,05/21/2010 10:44:00 AM,Friday,Auto,Bicycle,,Sidney St,HAMILTON ST," Sidney St & HAMILTON ST Cambridge, MA",42.357864,-71.105423,"(42.357864, -71.105423)",1933
594,24236,05/22/2010 03:59:00 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,Windsor St," Massachusetts Ave & Windsor St Cambridge, MA",42.361389,-71.096953,"(42.361389, -71.096953)",12
596,24238,05/22/2010 06:13:00 PM,Saturday,Truck,Bicycle,,Rindge Ave,Clifton St," Rindge Ave & Clifton St Cambridge, MA",42.393702,-71.136228,"(42.393702, -71.136228)",1858
600,24246,05/24/2010 05:22:00 PM,Monday,Auto,Bicycle,1745,Massachusetts Ave,,"1745 Massachusetts Ave Cambridge, MA",42.369202,-71.110689,"(42.369202, -71.110689)",1137
602,24243,05/25/2010 07:19:00 AM,Tuesday,Auto,Bicycle,,Cambridge St,SUMNER RD," Cambridge St & SUMNER RD Cambridge, MA",42.375266,-71.112729,"(42.375266, -71.112729)",2124
608,24251,05/26/2010 03:04:00 PM,Wednesday,Moped,Bicycle,,Ames St,Amherst St," Ames St & Amherst St Cambridge, MA",42.360009,-71.087643,"(42.360009, -71.087643)",325
610,24253,05/26/2010 05:30:00 PM,Wednesday,Auto,Bicycle,,Brattle St,LEXINGTON AVE," Brattle St & LEXINGTON AVE Cambridge, MA",42.376345,-71.139754,"(42.376345, -71.139754)",598
613,24256,05/27/2010 04:11:00 PM,Thursday,Taxi,Bicycle,340,Putnam Ave,,"340 Putnam Ave Cambridge, MA",42.361554,-71.113335,"(42.361554, -71.113335)",1332
617,24261,05/27/2010 11:49:00 AM,Sunday,Taxi,Bicycle,,Massachusetts Ave,EVERETT ST," Massachusetts Ave & EVERETT ST Cambridge, MA",42.380006,-71.119917,"(42.380006, -71.119917)",1750
619,24263,05/28/2010 07:09:00 AM,Monday,Auto,Bicycle,12,EVERETT ST,,"12 EVERETT ST Cambridge, MA",42.379797,-71.118688,"(42.379797, -71.118688)",2587
623,24267,05/28/2010 11:35:00 PM,Monday,Taxi,Bicycle,1945,Massachusetts Ave,,"1945 Massachusetts Ave Cambridge, MA",42.38975,-71.120095,"(42.38975, -71.120095)",815
628,24271,06/01/2010 11:23:00 AM,Tuesday,Auto,Bicycle,,Cambridge St,Warren St," Cambridge St & Warren St Cambridge, MA",42.372102,-71.088276,"(42.372102, -71.088276)",2578
644,24289,06/03/2010 02:49:00 PM,Thursday,Auto,Bicycle,1544,Cambridge St,,"1544 Cambridge St Cambridge, MA",42.374379,-71.106302,"(42.374379, -71.106302)",1863
647,24292,06/03/2010 06:24:00 PM,Thursday,Bus (Other),Bicycle,,Massachusetts Ave,Amherst St," Massachusetts Ave & Amherst St Cambridge, MA",42.358188,-71.093089,"(42.358188, -71.093089)",454
648,24293,06/03/2010 08:52:00 PM,Thursday,Auto,Bicycle,472,Massachusetts Ave,,"472 Massachusetts Ave Cambridge, MA",42.363773,-71.101286,"(42.363773, -71.101286)",2281
653,24297,06/04/2010 02:49:00 PM,Friday,Auto,Bicycle,,Broadway,West Pl," Broadway & West Pl Cambridge, MA",42.37034,-71.103615,"(42.37034, -71.103615)",1089
665,24308,06/07/2010 10:15:00 AM,Monday,Auto,Bicycle,,MAIN ST,Bishop Allen Dr," MAIN ST & Bishop Allen Dr Cambridge, MA",42.363333,-71.098364,"(42.363333, -71.098364)",339
667,24310,06/07/2010 07:12:00 PM,Monday,Auto,Bicycle,,Massachusetts Ave,FOREST ST," Massachusetts Ave & FOREST ST Cambridge, MA",42.38538,-71.119336,"(42.38538, -71.119336)",420
670,24312,06/08/2010 12:36:00 PM,,Auto,Bicycle,620,Massachusetts Ave,,"620 Massachusetts Ave Cambridge, MA",42.365024,-71.103402,"(42.365024, -71.103402)",2548
689,24357,06/11/2010 12:14:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,GARDEN ST," Massachusetts Ave & GARDEN ST Cambridge, MA",42.375131,-71.119151,"(42.375131, -71.119151)",1735
700,24349,06/15/2010 05:17:00 PM,Tuesday,Auto,Bicycle,319,Massachusetts Ave,,"319 Massachusetts Ave Cambridge, MA",42.36248,-71.09852,"(42.36248, -71.09852)",574
701,24351,06/16/2010 09:55:00 AM,Wednesday,Auto,Bicycle,,Massachusetts Ave,STATE ST," Massachusetts Ave & STATE ST Cambridge, MA",42.362647,-71.099069,"(42.362647, -71.099069)",1438
702,24353,06/16/2010 05:49:00 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,PEARL ST," Massachusetts Ave & PEARL ST Cambridge, MA",42.36471,-71.102567,"(42.36471, -71.102567)",1876
726,24378,06/24/2010 02:00:00 PM,Thursday,Auto,Bicycle,,HURON AVE,Appleton Pl," HURON AVE & Appleton Pl Cambridge, MA",42.381521,-71.134102,"(42.381521, -71.134102)",1148
730,24379,06/25/2010 10:22:00 PM,Friday,Auto,Bicycle,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202,-71.098975,"(42.372202, -71.098975)",2051
737,24389,06/26/2010 05:13:00 PM,Saturday,Auto,Bicycle,2161,Massachusetts Ave,,"2161 Massachusetts Ave Cambridge, MA",42.392537,-71.124399,"(42.392537, -71.124399)",1210
749,24402,06/30/2010 12:49:00 PM,,Auto,Bicycle,,Massachusetts Ave,Inman St," Massachusetts Ave & Inman St Cambridge, MA",42.36659,-71.10568,"(42.36659, -71.10568)",1817
757,24410,07/02/2010 04:50:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,DOVER ST," Massachusetts Ave & DOVER ST Cambridge, MA",42.394524,-71.127012,"(42.394524, -71.127012)",2249
760,24470,07/02/2010 01:44:00 PM,,Auto,Bicycle,720,Massachusetts Ave,,"720 Massachusetts Ave Cambridge, MA",42.365955,-71.104965,"(42.365955, -71.104965)",1884
765,24417,07/04/2010 09:47:00 PM,Sunday,Auto,Bicycle,,Broadway,Columbia St," Broadway & Columbia St Cambridge, MA",42.367871,-71.09736,"(42.367871, -71.09736)",1700
774,24424,07/06/2010 02:00:00 PM,,Auto,Bicycle,120,Vassar St,,"120 Vassar St Cambridge, MA",42.358848,-71.096286,"(42.358848, -71.096286)",1938
775,24425,07/06/2010 05:13:00 PM,,Auto,Bicycle,,Sidney St,PACIFIC ST," Sidney St & PACIFIC ST Cambridge, MA",42.36036,-71.102479,"(42.36036, -71.102479)",2045
781,24462,07/07/2010 11:29:00 AM,,Auto,Bicycle,,Vassar St,Massachusetts Ave," Vassar St & Massachusetts Ave Cambridge, MA",42.360154,-71.094882,"(42.360154, -71.094882)",459
784,24430,07/08/2010 02:49:00 PM,,Auto,Bicycle,,Massachusetts Ave,DAVENPORT ST," Massachusetts Ave & DAVENPORT ST Cambridge, MA",42.389419,-71.120032,"(42.389419, -71.120032)",224
791,24436,07/09/2010 09:07:00 AM,,Auto,Bicycle,1,Hampshire St,,"1 Hampshire St Cambridge, MA",42.365232,-71.090065,"(42.365232, -71.090065)",242
794,24439,07/09/2010 04:38:00 PM,,Auto,Bicycle,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.37275,-71.093288,"(42.37275, -71.093288)",1923
798,24441,07/10/2010 02:03:00 PM,,Auto,Bicycle,1899,Massachusetts Ave,,"1899 Massachusetts Ave Cambridge, MA",42.369202,-71.110689,"(42.369202, -71.110689)",1137
813,24460,07/13/2010 04:54:00 PM,,Auto,Bicycle,97A,Hampshire St,,"97A Hampshire St Cambridge, MA",42.369242,-71.09527,"(42.369242, -71.09527)",1041
815,24474,07/13/2010 06:01:00 PM,Tuesday,Auto,Bicycle,,Brattle St,HILLIARD ST," Brattle St & HILLIARD ST Cambridge, MA",42.374856,-71.122345,"(42.374856, -71.122345)",1369
816,24464,07/14/2010 05:33:00 PM,,Auto,Bicycle,,GARDEN ST,Walden St," GARDEN ST & Walden St Cambridge, MA",42.385523,-71.132217,"(42.385523, -71.132217)",1323
821,24476,07/14/2010 05:29:00 PM,Wednesday,Taxi,Bicycle,,Massachusetts Ave,HARVARD SQ," Massachusetts Ave & HARVARD SQ Cambridge, MA",42.374384,-71.118788,"(42.374384, -71.118788)",431
828,24482,07/15/2010 07:12:00 PM,Thursday,Auto,Bicycle,55-5,Columbia St,,"55-5 Columbia St Cambridge, MA",42.364856,-71.099155,"(42.364856, -71.099155)",2515
830,24484,07/16/2010 05:29:00 PM,Friday,Auto,Bicycle,700,Massachusetts Ave,,"700 Massachusetts Ave Cambridge, MA",42.365901,-71.104876,"(42.365901, -71.104876)",1884
839,24496,07/18/2010 12:14:00 PM,Sunday,Auto,Bicycle,,Massachusetts Ave,EXETER PARK," Massachusetts Ave & EXETER PARK Cambridge, MA",42.384803,-71.119405,"(42.384803, -71.119405)",726
844,24498,07/19/2010 06:20:00 PM,Monday,Auto,Bicycle,,PLYMOUTH ST,MOUNT AUBURN ST," PLYMOUTH ST & MOUNT AUBURN ST Cambridge, MA",42.371421,-71.117061,"(42.371421, -71.117061)",40
850,24506,07/20/2010 07:09:00 PM,Tuesday,Taxi,Bicycle,2067,Massachusetts Ave,,"2067 Massachusetts Ave Cambridge, MA",42.391469,-71.123101,"(42.391469, -71.123101)",757
858,24549,07/21/2010 05:20:00 PM,,Auto,Bicycle,689,Massachusetts Ave,,"689 Massachusetts Ave Cambridge, MA",42.365977,-71.104356,"(42.365977, -71.104356)",1726
889,24544,07/30/2010 05:48:00 PM,Friday,Auto,Bicycle,,Cambridge St,LINE ST," Cambridge St & LINE ST Cambridge, MA",42.374028,-71.103097,"(42.374028, -71.103097)",1002
890,24545,07/30/2010 09:40:00 AM,Friday,Auto,Bicycle,,MEMORIAL DR,Vassar St," MEMORIAL DR & Vassar St Cambridge, MA",42.353438,-71.107141,"(42.353438, -71.107141)",1435
892,24550,07/30/2010 12:00:00 PM,Friday,Auto,Bicycle,,Cambridge St,Cardinal Medeiros Ave," Cambridge St & Cardinal Medeiros Ave Cambridge, MA",42.372123,-71.088456,"(42.372123, -71.088456)",2562
904,24558,08/02/2010 08:39:00 AM,Monday,Auto,Bicycle,,ELIOT ST,JFK St," ELIOT ST & JFK St Cambridge, MA",42.371416,-71.121105,"(42.371416, -71.121105)",2060
926,24580,08/07/2010 06:00:00 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,PEARL ST," Massachusetts Ave & PEARL ST Cambridge, MA",42.36471,-71.102567,"(42.36471, -71.102567)",1876
940,24593,08/11/2010 05:23:00 PM,Wednesday,Auto,Bicycle,,Broadway,HANCOCK ST," Broadway & HANCOCK ST Cambridge, MA",42.37132,-71.106094,"(42.37132, -71.106094)",281
954,24610,08/13/2010 06:30:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"(42.360828, -71.096012)",450
958,24613,08/14/2010 08:45:00 AM,Saturday,Auto,Bicycle,,Concord Ave,Bond St," Concord Ave & Bond St Cambridge, MA",42.380394,-71.127504,"(42.380394, -71.127504)",2217
961,24616,08/14/2010 07:57:00 PM,Saturday,Auto,Bicycle,1008,Massachusetts Ave,,"1008 Massachusetts Ave Cambridge, MA",42.369244,-71.111345,"(42.369244, -71.111345)",2047
979,24635,08/20/2010 07:40:00 AM,Friday,Auto,Bicycle,69,Sixth St,,"69 Sixth St Cambridge, MA",42.369353,-71.085434,"(42.369353, -71.085434)",1306
981,24637,08/20/2010 08:55:00 AM,Friday,Auto,Bicycle,,GARDEN ST,Appian Way," GARDEN ST & Appian Way Cambridge, MA",42.375974,-71.120983,"(42.375974, -71.120983)",982
1011,24659,08/25/2010 08:22:00 PM,Wednesday,Auto,Bicycle,,Cambridge St,HARDING ST," Cambridge St & HARDING ST Cambridge, MA",42.372409,-71.090656,"(42.372409, -71.090656)",189
1018,24670,08/26/2010 02:42:00 PM,Thursday,Auto,Bicycle,,QUINCY ST,Cambridge St," QUINCY ST & Cambridge St Cambridge, MA",42.375474,-71.114321,"(42.375474, -71.114321)",362
1022,24675,08/26/2010 02:49:00 PM,Thursday,Auto,Bicycle,,Inman St,West St," Inman St & West St Cambridge, MA",42.369399,-71.10339,"(42.369399, -71.10339)",1436
1026,24679,08/27/2010 03:30:00 PM,Friday,Auto,Bicycle,,Brattle St,MOUNT AUBURN ST," Brattle St & MOUNT AUBURN ST Cambridge, MA",42.375282,-71.145695,"(42.375282, -71.145695)",2372
1027,24680,08/27/2010 04:05:00 PM,Friday,Auto,Bicycle,,Broadway,PRESCOTT ST," Broadway & PRESCOTT ST Cambridge, MA",42.374368,-71.113638,"(42.374368, -71.113638)",211
1037,24688,08/30/2010 03:14:00 PM,Monday,Auto,Bicycle,2000,Massachusetts Ave,,"2000 Massachusetts Ave Cambridge, MA",42.390338,-71.121411,"(42.390338, -71.121411)",804
1039,24694,08/30/2010 11:03:00 PM,Monday,Auto,Bicycle,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"(42.360828, -71.096012)",450
1044,24692,08/31/2010 04:09:00 PM,Tuesday,Auto,Bicycle,,Cambridge St,Ellsworth Ave," Cambridge St & Ellsworth Ave Cambridge, MA",42.374407,-71.106082,"(42.374407, -71.106082)",1014
1046,24698,08/31/2010 06:45:00 AM,Tuesday,Auto,Bicycle,,GARDEN ST,MASON ST," GARDEN ST & MASON ST Cambridge, MA",42.376564,-71.122185,"(42.376564, -71.122185)",553
1063,24717,09/03/2010 02:48:00 PM,Friday,Auto,Bicycle,1033,Massachusetts Ave,,"1033 Massachusetts Ave Cambridge, MA",42.369697,-71.11193,"(42.369697, -71.11193)",1492
1066,24720,09/04/2010 12:00:00 PM,Saturday,Auto,Bicycle,34,KINNAIRD ST,,"34 KINNAIRD ST Cambridge, MA",42.365688,-71.109017,"(42.365688, -71.109017)",709
1067,24722,09/04/2010 01:31:00 PM,Saturday,Pedestrian,Bicycle,581,Massachusetts Ave,,"581 Massachusetts Ave Cambridge, MA",42.365007,-71.102735,"(42.365007, -71.102735)",2507
1079,24732,09/08/2010 05:10:00 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Sidney St," Massachusetts Ave & Sidney St Cambridge, MA",42.36295,-71.09958,"(42.36295, -71.09958)",584
1080,24733,09/08/2010 06:11:00 PM,Wednesday,Auto,Bicycle,,Cambridge St,QUINCY ST," Cambridge St & QUINCY ST Cambridge, MA",42.375474,-71.114321,"(42.375474, -71.114321)",362
1094,24747,09/12/2010 03:18:00 PM,Sunday,Auto,Bicycle,,Massachusetts Ave,SMART ST," Massachusetts Ave & SMART ST Cambridge, MA",42.361114,-71.09657,"(42.361114, -71.09657)",2581
1100,24754,09/13/2010 05:49:00 PM,Monday,Bus (Other),Bicycle,,Broadway,PRESCOTT ST," Broadway & PRESCOTT ST Cambridge, MA",42.374368,-71.113638,"(42.374368, -71.113638)",211
1108,24762,09/14/2010 03:59:00 PM,Tuesday,Auto,Bicycle,,SOMERVILLE AVE,Massachusetts Ave," SOMERVILLE AVE & Massachusetts Ave Cambridge, MA",42.388965,-71.119695,"(42.388965, -71.119695)",647
1113,24768,09/15/2010 11:39:00 AM,Wednesday,Auto,Bicycle,738,Massachusetts Ave,,"738 Massachusetts Ave Cambridge, MA",42.366063,-71.105159,"(42.366063, -71.105159)",1884
1115,24770,09/16/2010 06:30:00 PM,Thursday,Bicycle,Bicycle,120,Hampshire St,,"120 Hampshire St Cambridge, MA",42.370024,-71.096542,"(42.370024, -71.096542)",132
1124,24780,09/16/2010 03:30:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,ROSELAND ST," Massachusetts Ave & ROSELAND ST Cambridge, MA",42.386821,-71.119182,"(42.386821, -71.119182)",2141
1129,24789,09/17/2010 05:45:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,LINNAEAN ST," Massachusetts Ave & LINNAEAN ST Cambridge, MA",42.384872,-71.119394,"(42.384872, -71.119394)",625
1130,24790,09/17/2010 05:46:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,EVERETT ST," Massachusetts Ave & EVERETT ST Cambridge, MA",42.380006,-71.119917,"(42.380006, -71.119917)",1750
1136,24849,09/18/2010 08:25:00 PM,Saturday,Auto,Bicycle,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.37275,-71.093288,"(42.37275, -71.093288)",1923
1140,24794,09/20/2010 08:04:00 AM,Monday,Auto,Bicycle,459,Broadway,,"459 Broadway Cambridge, MA",42.374336,-71.111559,"(42.374336, -71.111559)",2080
1141,24795,09/20/2010 01:50:00 PM,Monday,Auto,Bicycle,,Broadway,Ware St," Broadway & Ware St Cambridge, MA",42.373833,-71.112444,"(42.373833, -71.112444)",515
1146,24800,09/21/2010 04:25:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"(42.360828, -71.096012)",450
